Timestamp,Average Water Speed,Average Water Direction,Chlorophyll,Temperature,Dissolved Oxygen,Dissolved Oxygen (%Saturation),pH,Salinity,Specific Conductance,Turbidity
2023-12-17 12:10:00,40.687,234.321,1.915,27.979,6.053421052631579,92.02753333333334,7.951,35.856,54.325,2.849
2023-12-17 12:20:00,16.972,201.854,1.445,27.977,6.0502631578947375,92.0256,7.947,35.862,54.333,2.022
2023-12-17 12:30:00,22.455,196.962,1.249,27.981,6.047105263157895,92.02366666666667,7.945,35.869,54.343,1.638
2023-12-17 12:40:00,35.335,161.063,1.364,27.980137931034484,6.043947368421053,92.02173333333333,7.948,35.88,54.361,2.023
2023-12-17 12:50:00,19.016,41.583,2.365,27.979275862068967,6.040789473684211,92.0198,7.955,35.904,54.395,3.522
2023-12-17 13:00:00,11.433,223.973,1.108,27.97841379310345,6.0376315789473685,92.01786666666666,7.945,35.924,54.42,1.871
2023-12-17 13:10:00,17.253,308.49,1.808,27.977551724137932,6.034473684210527,92.01593333333334,7.952,35.916,54.417,2.279
2023-12-17 13:20:00,35.195,151.131,1.287,27.976689655172414,6.031315789473685,92.014,7.95,35.904,54.406,1.428
2023-12-17 13:30:00,8.867,179.894,1.402,27.975827586206897,6.028157894736842,93.383,7.945,35.882,54.377,1.335
2023-12-17 13:40:00,13.674,73.361,1.624,27.97496551724138,6.025,94.752,7.956,35.892,54.395,1.799
2023-12-17 13:50:00,16.038,200.127,1.094,27.974103448275862,6.14,96.53,7.96,35.911,54.42,1.395
2023-12-17 14:00:00,17.215,76.488,1.468,27.973241379310345,6.314,99.465,7.969,35.9,54.411,1.692
2023-12-17 14:10:00,5.472,320.029,1.273,27.97237931034483,6.2,97.445,7.957,35.901,54.406,1.016
2023-12-17 14:20:00,2.383,284.518,2.602,27.971517241379313,6.504,102.541,7.976,35.933,54.457,0.981
2023-12-17 14:30:00,1.723,287.822,1.036,27.970655172413796,6.436,101.6,7.973,35.88,54.39,0.99
2023-12-17 14:40:00,8.111,200.604,3.008,27.96979310344828,6.661,105.157,7.992,35.868,54.374,1.097
2023-12-17 14:50:00,24.926,210.673,2.236,27.96893103448276,6.671,105.172,7.979,35.854,54.352,0.941
2023-12-17 15:00:00,25.177,161.708,1.428,27.968068965517244,6.539,102.895,7.979,35.868,54.365,0.916
2023-12-17 15:10:00,11.021,288.773,2.102,27.967206896551726,6.373,100.058,7.969,35.905,54.408,1.716
2023-12-17 15:20:00,36.518,28.835,2.679,27.96634482758621,6.544,102.799,7.977,35.9,54.403,1.39
2023-12-17 15:30:00,38.107,309.369,2.288,27.96548275862069,6.407,100.54,7.97,35.907,54.409,1.603
2023-12-17 15:40:00,14.646,181.484,3.022,27.964620689655174,6.432,100.942,7.971,35.909,54.413,1.651
2023-12-17 15:50:00,12.258,119.845,3.124,27.963758620689656,6.664,104.59,7.983,35.893,54.392,1.645
2023-12-17 16:00:00,31.677,175.59,3.416,27.96289655172414,6.469,101.46,7.973,35.913,54.417,1.051
2023-12-17 16:10:00,20.747,176.119,3.402,27.96203448275862,6.368,99.832,7.969,35.91,54.411,1.459
2023-12-17 16:20:00,8.083,140.451,2.086,27.961172413793104,6.407,100.26,7.969,35.732,54.17,1.192
2023-12-17 16:30:00,36.628,168.965,3.252,27.960310344827587,6.525,102.228,7.926,35.901,54.398,1.547
2023-12-17 16:40:00,4.75,246.044,2.146,27.95944827586207,6.574,103.087,7.98,35.884,54.377,1.23
2023-12-17 16:50:00,12.476,46.699,3.458,27.958586206896552,6.568,102.96,7.976,35.896,54.393,1.077
2023-12-17 17:00:00,39.412,154.549,3.264,27.957724137931034,6.446,100.986,7.978,35.902,54.399,1.212
2023-12-17 17:10:00,16.153,305.07,3.41,27.956862068965517,6.509,101.933,7.98,35.892,54.385,1.577
2023-12-17 17:20:00,27.442,288.937,2.02,27.956000000000003,6.562,102.786,7.982,35.89,54.383,1.093
2023-12-17 17:30:00,14.779,261.962,1.797,27.955137931034486,6.566,102.899,7.987,35.881,54.372,0.971
2023-12-17 17:40:00,34.102,353.77,2.184,27.954275862068968,6.596,103.298,7.986,35.903,54.399,1.098
2023-12-17 17:50:00,12.721,69.301,2.854,27.95341379310345,6.55,102.559,7.982,35.918,54.418,1.233
2023-12-17 18:00:00,30.225,31.181,2.238,27.952551724137933,6.417,100.494,7.983,35.874,54.361,1.585
2023-12-17 18:10:00,21.442,327.02,3.001,27.951689655172416,6.362,99.543,7.979,35.869,54.352,1.149
2023-12-17 18:20:00,8.841,11.774,2.778,27.9508275862069,6.363,99.505,7.981,35.871,54.353,1.401
2023-12-17 18:30:00,14.478,336.353,2.895,27.94996551724138,6.423,100.46,7.987,35.861,54.34,0.994
2023-12-17 18:40:00,4.841,145.168,3.131,27.949103448275864,6.17,96.58,7.984,35.905,54.4,0.856
2023-12-17 18:50:00,17.156,220.847,4.288,27.948241379310346,6.1985,97.021,7.955,35.903,54.4,1.236
2023-12-17 19:00:00,22.615,10.686,3.024,27.94737931034483,6.227,97.462,7.996,35.887,54.376,1.033
2023-12-17 19:10:00,33.139,358.006,2.967,27.94651724137931,6.357,99.36,7.983,35.875,54.357,0.978
2023-12-17 19:20:00,28.313,321.9,3.562,27.945655172413794,6.429,100.469,7.991,35.864,54.342,0.994
2023-12-17 19:30:00,15.001,52.031,3.563,27.944793103448276,6.201,96.927,7.973,35.88,54.364,0.971
2023-12-17 19:40:00,41.986,176.936,2.686,27.94393103448276,6.353,99.239,7.989,35.864,54.341,0.924
2023-12-17 19:50:00,15.447,46.82,2.09,27.94306896551724,6.641,103.756,7.996,35.851,54.324,0.792
2023-12-17 20:00:00,15.727,79.586,2.988,27.942206896551724,6.5645,92.056,7.975,35.876,54.359,0.778
2023-12-17 20:10:00,14.668,227.0,2.309,27.941344827586207,6.488,92.488,7.947,35.905,54.398,0.719
2023-12-17 20:20:00,14.959,63.468,2.587,27.94048275862069,6.4115,92.92,7.962,35.888,54.374,0.676
2023-12-17 20:30:00,19.93,211.333,1.662,27.93962068965517,6.335,93.352,7.959,35.873,54.354,0.685
2023-12-17 20:40:00,20.648,33.19,1.8,27.938758620689658,6.258500000000001,93.079,7.96,35.876,54.357,0.84
2023-12-17 20:50:00,34.44,208.888,1.616,27.93789655172414,6.182,96.576,7.967,35.86,54.335,0.785
2023-12-17 21:00:00,17.602,248.077,1.459,27.937034482758623,6.2915,92.978,7.963,35.89,54.375,0.878
2023-12-17 21:10:00,23.251,270.833,1.561,27.936172413793106,6.401,99.941,7.982,35.848,54.319,0.933
2023-12-17 21:20:00,18.367,316.41,1.327,27.935310344827588,6.205,96.8755,7.95,35.905,54.394,0.859
2023-12-17 21:30:00,8.991,1.725,3.075,27.93444827586207,6.009,93.81,7.962,35.878,54.358,1.087
2023-12-17 21:40:00,32.567,217.329,0.871,27.933586206896553,6.065666666666667,93.54,7.96,35.848,54.317,0.528
2023-12-17 21:50:00,14.076,113.659,1.637,27.932724137931036,6.122333333333334,94.977,7.958,35.905,54.394,0.699
2023-12-17 22:00:00,20.58,137.68,2.094,27.93186206896552,6.179,96.414,7.972,35.891,54.374,0.901
2023-12-17 22:10:00,21.503,165.038,1.561,27.931,6.231,97.066,7.977,35.854,54.321,0.717
2023-12-17 22:20:00,15.527,108.3,2.048,27.916,6.235,97.116,7.98,35.862,54.331,0.789
2023-12-17 22:30:00,30.179,246.296,2.561,27.91,6.256,97.437,7.972,35.882,54.358,0.935
2023-12-17 22:40:00,8.76,70.996,2.82,27.9,6.15,95.787,7.971,35.892,54.37,1.069
2023-12-17 22:50:00,13.643,179.51,2.817,27.86,6.155,95.793,7.971,35.88,54.353,1.36
2023-12-17 23:00:00,30.25,207.156,2.463,27.858,6.128,95.38,7.965,35.886,54.36,1.187
2023-12-17 23:10:00,9.794,298.602,3.088,27.853,6.114,95.15,7.969,35.88,54.352,1.098
2023-12-17 23:20:00,14.601,191.725,2.238,27.871,6.004,93.462,7.965,35.888,54.363,0.846
2023-12-17 23:30:00,6.331,330.787,3.232,27.858,6.032666666666667,93.108,7.967,35.871,54.341,0.946
2023-12-17 23:40:00,2.025,192.738,2.086,27.861,6.061333333333333,92.952,7.967,35.873,54.343,0.886
2023-12-17 23:50:00,17.274,153.946,2.88,27.862,6.09,94.788,7.964,35.872,54.342,1.274
2023-12-18 00:00:00,29.731,142.41,1.339,27.86,6.0886249999999995,94.76237037037036,7.955,35.873,54.343,0.566
2023-12-18 00:10:00,23.34,354.772,1.727,27.847,6.08725,94.73674074074074,7.946,35.876,54.347,0.602
2023-12-18 00:20:00,24.962,163.706,1.982,27.837,6.085875,94.71111111111111,7.954,35.874,54.343,0.894
2023-12-18 00:30:00,37.098,270.496,2.837,27.824,6.0845,94.68548148148147,7.943,35.882,54.354,0.908
2023-12-18 00:40:00,30.31,221.918,0.905,27.838,6.083125,94.65985185185185,7.929,35.876,54.346,0.64
2023-12-18 00:50:00,39.26,251.297,1.619,27.825,6.0817499999999995,94.63422222222222,7.954,35.879,54.349,0.629
2023-12-18 01:00:00,25.201,145.035,8.32,27.828,6.080375,94.60859259259259,7.945,35.869,54.337,0.623
2023-12-18 01:10:00,14.192,99.052,0.91,27.806,6.079,94.58296296296297,7.948,35.877,54.346,0.637
2023-12-18 01:20:00,13.808,222.146,0.685,27.803,6.077625,94.55733333333333,7.954,35.878,54.348,0.794
2023-12-18 01:30:00,13.402,193.595,0.725,27.801,6.07625,94.5317037037037,7.943,35.869,54.335,0.696
2023-12-18 01:40:00,3.379,227.483,0.855,27.8,6.074875,94.50607407407406,7.954,35.869,54.336,0.643
2023-12-18 01:50:00,34.343,356.39,0.65,27.799,6.0735,94.48044444444444,7.93,35.873,54.34,0.685
2023-12-18 02:00:00,13.969,3.977,1.35,27.793,6.072125,94.45481481481481,7.944,35.874,54.342,0.625
2023-12-18 02:10:00,11.22,323.79,1.151,27.759,6.07075,94.42918518518518,7.948,35.863,54.325,0.604
2023-12-18 02:20:00,51.036,351.674,1.413,27.728,6.069375,94.40355555555556,7.954,35.842,54.296,0.607
2023-12-18 02:30:00,16.735,37.114,1.278,27.736,6.068,94.37792592592592,7.953,35.85,54.307,0.892
2023-12-18 02:40:00,45.099,321.361,1.545,27.734,6.066625,94.35229629629629,7.96,35.843,54.297,0.757
2023-12-18 02:50:00,24.402,262.649,1.642,27.72,6.06525,94.32666666666667,7.954,35.838,54.29,0.912
2023-12-18 03:00:00,25.378,332.295,1.039,27.726,6.0638749999999995,94.30103703703703,7.949,35.831,54.281,0.87
2023-12-18 03:10:00,28.657,347.1,1.302,27.729,6.0625,94.2754074074074,7.958,35.831,54.282,1.1
2023-12-18 03:20:00,35.027,292.484,1.344,27.732,6.061125,94.24977777777778,7.954,35.83,54.28,0.826
2023-12-18 03:30:00,18.034,191.503,1.136,27.738,6.05975,94.22414814814815,7.955,35.817,54.263,0.697
2023-12-18 03:40:00,21.516,167.999,1.202,27.737,6.058375,94.19851851851851,7.96,35.822,54.27,0.778
2023-12-18 03:50:00,34.638,265.541,0.992,27.747,6.0569999999999995,94.17288888888889,7.949,35.828,54.278,0.723
2023-12-18 04:00:00,22.915,43.633,1.254,27.756,6.055625,94.14725925925926,7.957,35.824,54.272,0.756
2023-12-18 04:10:00,27.619,274.06,0.949,27.743,6.05425,94.12162962962962,7.955,35.829,54.279,0.911
2023-12-18 04:20:00,2.714,111.03,0.955,27.742,6.052875,94.096,7.956,35.822,54.27,0.749
2023-12-18 04:30:00,11.109,232.12,1.0,27.738,6.0515,94.07037037037037,7.956,35.825,54.274,0.875
2023-12-18 04:40:00,11.838,1.482,1.3,27.719,6.0501249999999995,94.04474074074074,7.964,35.815,54.259,0.878
2023-12-18 04:50:00,44.66,334.649,1.335,27.721,6.04875,94.0191111111111,7.964,35.812,54.255,0.863
2023-12-18 05:00:00,36.524,322.625,0.983,27.687,6.047375,93.99348148148148,7.968,35.812,54.254,0.978
2023-12-18 05:10:00,25.915,246.376,0.766,27.696,6.046,93.96785185185185,7.964,35.807,54.247,1.295
2023-12-18 05:20:00,10.771,250.321,0.93,27.695,6.044625,93.94222222222221,7.953,35.803,54.242,0.727
2023-12-18 05:30:00,44.06,351.96,0.915,27.711,6.04325,93.9165925925926,7.946,35.813,54.256,0.8856666666666667
2023-12-18 05:40:00,31.372,313.49,1.03,27.699,6.041875,93.89096296296296,7.956,35.802,54.241,1.0443333333333333
2023-12-18 05:50:00,12.796,24.167,0.815,27.688,6.0405,93.86533333333333,7.951,35.798,54.235,1.203
2023-12-18 06:00:00,24.158,255.558,0.739,27.668,6.039125,93.8397037037037,7.948,35.774,54.202,0.85
2023-12-18 06:10:00,26.017,157.705,0.581,27.709,6.03775,93.81407407407407,7.94,35.804,54.244,0.736
2023-12-18 06:20:00,28.573,304.988,0.472,27.731,6.036375,93.78844444444444,7.938,35.803,54.243,0.7949999999999999
2023-12-18 06:30:00,38.311,22.937,0.684,27.754,6.035,93.76281481481482,7.937,35.814,54.259,0.854
2023-12-18 06:40:00,6.075,272.932,0.515,27.764,6.033625,93.73718518518518,7.945,35.811,54.255,0.979
2023-12-18 06:50:00,12.448,5.989,1.187,27.839,6.0322499999999994,93.71155555555555,7.943,35.85,54.312,1.011
2023-12-18 07:00:00,25.685,320.351,0.477,27.879,6.030875,93.68592592592593,7.936,35.846,54.308,1.127
2023-12-18 07:10:00,11.42,74.153,1.249,27.888,6.0295,93.6602962962963,7.946,35.85,54.313,1.319
2023-12-18 07:20:00,34.24,148.387,1.274,27.897,6.028125,93.63466666666666,7.954,35.86,54.327,1.158
2023-12-18 07:30:00,7.407,79.855,1.421,27.932,6.02675,93.60903703703703,7.952,35.853,54.319,1.127
2023-12-18 07:40:00,13.022,11.463,3.375,27.942,6.0253749999999995,93.5834074074074,7.954,35.854,54.321,1.05
2023-12-18 07:50:00,19.882,352.983,1.053,27.965,6.024,93.55777777777777,7.95,35.864,54.335,0.973
2023-12-18 08:00:00,34.831,210.948,0.405,27.96275,6.022625,93.53214814814814,7.948,35.853,54.322,0.864
2023-12-18 08:10:00,17.344,258.172,0.666,27.9605,6.02125,93.50651851851852,7.947,35.865,54.339,1.584
2023-12-18 08:20:00,8.067,322.003,0.775,27.95825,6.019875,93.48088888888888,7.936,35.854,54.325,1.085
2023-12-18 08:30:00,29.438,31.491,1.697,27.956,6.0184999999999995,93.45525925925925,7.945,35.833,54.293,2.731
2023-12-18 08:40:00,50.654,69.294,1.112,27.994,6.017125,93.42962962962963,7.948,35.824,54.283,1.467
2023-12-18 08:50:00,25.901,177.538,1.365,27.911,6.01575,93.404,7.967,35.829,54.286,3.0
2023-12-18 09:00:00,9.347,133.418,0.686,27.943,6.014375,92.322,7.961,35.827,54.285,1.517
2023-12-18 09:10:00,6.42,201.663,0.824,27.978,6.013,93.73,7.961,35.825,54.283,1.69
2023-12-18 09:20:00,12.219,19.62,0.744,27.97791881188119,6.154,96.107,7.964,35.823,54.286,1.474
2023-12-18 09:30:00,24.822,325.208,1.216,27.977837623762376,6.174,96.544,7.962,35.82,54.285,1.618
2023-12-18 09:40:00,31.633,120.199,1.295,27.977756435643567,6.208,97.164,7.963,35.825,54.294,2.228
2023-12-18 09:50:00,21.642,188.51,1.055,27.977675247524754,6.14,96.191,7.954,35.837,54.312,1.736
2023-12-18 09:50:00,21.642,188.51,1.055,27.97759405940594,6.14,96.191,7.954,35.837,54.312,1.736
2023-12-18 10:00:00,26.785,59.001,1.172,27.97751287128713,6.062,95.082,7.947,35.842,54.323,1.992
2023-12-18 10:10:00,30.587,249.914,1.299,27.97743168316832,6.13,96.17,7.948,35.818,54.291,2.426
2023-12-18 10:20:00,32.355,63.568,1.214,27.977350495049507,6.073,95.385,7.949,35.804,54.276,1.91
2023-12-18 10:30:00,30.83,195.904,1.284,27.977269306930694,6.076,95.485,7.944,35.803,54.275,2.338
2023-12-18 10:40:00,16.866,146.133,1.176,27.97718811881188,6.088,95.693,7.945,35.8,54.272,3.292
2023-12-18 10:50:00,21.545,216.004,1.148,27.977106930693072,6.026,94.878,7.935,35.804,54.282,2.696
2023-12-18 11:00:00,18.85,199.43,1.052,27.97702574257426,6.053,94.383,7.943,35.819,54.302,2.256
2023-12-18 11:10:00,10.891,78.159,1.22,27.976944554455446,6.08,95.842,7.949,35.821,54.308,2.689
2023-12-18 11:20:00,28.177,147.411,1.13,27.976863366336634,6.185,97.498,7.953,35.815,54.3,2.38
2023-12-18 11:30:00,35.997,108.02,1.124,27.976782178217825,6.215,98.022,7.961,35.826,54.316,2.502
2023-12-18 11:40:00,37.548,109.383,1.554,27.976700990099012,6.345,100.129,7.966,35.822,54.312,3.24
2023-12-18 11:50:00,36.196,214.661,1.34,27.9766198019802,6.446,101.772,7.97,35.828,54.321,2.165
2023-12-18 12:00:00,17.793,282.316,1.391,27.976538613861386,6.452,102.074,7.967,35.832,54.331,2.308
2023-12-18 12:10:00,44.876,82.473,1.407,27.976457425742577,6.462,102.259,7.968,35.844,54.349,2.521
2023-12-18 12:20:00,47.072,242.945,0.86,27.976376237623764,6.333,100.388,7.961,35.853,54.366,1.96
2023-12-18 12:30:00,10.653,86.988,1.462,27.97629504950495,6.42,101.654,7.958,35.867,54.38,2.109
2023-12-18 12:40:00,31.964,0.612,1.23,27.97621386138614,6.443,102.248,7.95,35.865,54.385,2.642
2023-12-18 12:50:00,23.954,166.012,1.181,27.97613267326733,6.545,103.956,7.953,35.877,54.403,2.01
2023-12-18 13:00:00,11.762,203.814,0.83,27.976051485148517,6.315,100.438,7.945,35.881,54.412,1.631
2023-12-18 13:10:00,22.991,282.646,1.818,27.975970297029704,6.5,103.361,7.954,35.87,54.397,2.979
2023-12-18 13:20:00,29.124,148.048,0.596,27.97588910891089,6.337,100.981,7.943,35.878,54.413,1.089
2023-12-18 13:30:00,16.439,123.632,1.682,27.975807920792082,6.571,104.665,7.951,35.877,54.411,1.903
2023-12-18 13:40:00,13.516,331.067,1.315,27.97572673267327,6.525,103.904,7.955,35.869,54.399,2.393
2023-12-18 13:50:00,23.989,122.397,2.136,27.975645544554457,6.629,105.633,7.961,35.852,54.379,3.011
2023-12-18 14:00:00,26.79,12.55,1.869,27.975564356435644,6.567,104.764,7.954,35.866,54.4,2.233
2023-12-18 14:10:00,35.813,214.344,1.026,27.975483168316835,6.565,104.772,7.951,35.868,54.404,1.441
2023-12-18 14:20:00,16.24,284.757,1.285,27.975401980198022,6.602,105.311,7.958,35.862,54.395,1.903
2023-12-18 14:30:00,12.111,132.806,1.294,27.97532079207921,6.539,104.336,7.953,35.867,54.402,1.398
2023-12-18 14:40:00,22.638,26.211,1.46,27.975239603960397,6.629,105.762,7.955,35.869,54.405,1.15
2023-12-18 14:50:00,22.648,37.54,2.09,27.975158415841587,6.732,107.146,7.969,35.844,54.364,1.778
2023-12-18 15:00:00,14.527,285.862,2.533,27.975077227722775,6.728,106.826,7.968,35.839,54.351,2.071
2023-12-18 15:10:00,6.347,188.089,2.805,27.974996039603962,6.732,106.839,7.972,35.812,54.315,2.058
2023-12-18 15:20:00,16.643,78.298,1.981,27.97491485148515,6.75,107.226,7.972,35.846,54.361,1.61
2023-12-18 15:30:00,9.261,272.091,2.221,27.974833663366336,6.726,106.879,7.973,35.847,54.365,1.946
2023-12-18 15:40:00,28.678,349.428,1.618,27.974752475247527,6.696,106.534,7.972,35.844,54.364,1.801
2023-12-18 15:50:00,17.347,75.527,1.933,27.974671287128714,6.756,107.557,7.971,35.84,54.361,1.866
2023-12-18 16:00:00,17.913,316.302,2.804,27.9745900990099,6.809,108.495,7.974,35.835,54.356,2.817
2023-12-18 16:10:00,14.151,48.123,2.264,27.97450891089109,6.873,109.6,7.971,35.842,54.368,1.641
2023-12-18 16:20:00,21.579,98.21,2.864,27.97442772277228,6.794,108.366,7.973,35.831,54.354,1.367
2023-12-18 16:30:00,6.905,287.98,2.543,27.974346534653467,6.819,108.711,7.973,35.832,54.354,1.197
2023-12-18 16:40:00,13.314,74.691,3.076,27.974265346534654,6.764,107.905,7.975,35.831,54.354,1.677
2023-12-18 16:50:00,24.035,189.053,1.49,27.97418415841584,6.794,108.283,7.973,35.838,54.361,1.061
2023-12-18 17:00:00,11.709,119.851,2.21,27.974102970297032,6.798,108.303,7.976,35.815,54.329,1.261
2023-12-18 17:10:00,25.695,133.582,3.208,27.97402178217822,6.859,109.164,7.979,35.823,54.337,1.552
2023-12-18 17:20:00,2.691,293.495,2.359,27.973940594059407,6.793,107.951,7.981,35.805,54.308,1.427
2023-12-18 17:30:00,31.923,185.856,1.674,27.973859405940594,6.86,108.92,7.985,35.81,54.312,1.283
2023-12-18 17:40:00,10.075,243.412,2.146,27.973778217821785,6.778,107.467,7.978,35.796,54.29,1.711
2023-12-18 17:50:00,7.346,195.389,3.245,27.973697029702972,6.725,106.461,7.981,35.766,54.246,1.61
2023-12-18 18:00:00,26.521,192.696,2.74,27.97361584158416,6.743,106.733,7.984,35.776,54.259,1.434
2023-12-18 18:10:00,11.823,229.875,2.153,27.973534653465347,6.676,105.563,7.982,35.771,54.249,1.613
2023-12-18 18:20:00,13.375,282.359,3.119,27.973453465346537,6.743,106.497,7.985,35.762,54.234,2.244
2023-12-18 18:30:00,31.15,162.271,2.736,27.973372277227725,6.565,103.634,7.976,35.763,54.235,1.543
2023-12-18 18:40:00,15.521,241.63,2.785,27.973291089108912,6.555,103.458,7.972,35.772,54.246,1.547
2023-12-18 18:50:00,42.672,320.305,2.581,27.9732099009901,6.55,103.343,7.979,35.77,54.243,1.771
2023-12-18 19:00:00,23.118,285.868,3.473,27.97312871287129,6.491,102.376,7.972,35.752,54.218,1.624
2023-12-18 19:10:00,26.714,275.462,3.876,27.973047524752477,6.537,103.098,7.971,35.754,54.22,1.547
2023-12-18 19:20:00,33.655,357.488,2.415,27.972966336633664,6.337,99.943,7.969,35.757,54.224,1.023
2023-12-18 19:30:00,15.79,323.289,4.25,27.97288514851485,6.438,101.518,7.969,35.763,54.232,1.396
2023-12-18 19:40:00,35.047,248.218,2.342,27.972803960396043,6.371,100.448,7.968,35.754,54.219,0.999
2023-12-18 19:50:00,10.707,277.537,3.609,27.97272277227723,6.591,103.967,7.971,35.752,54.218,1.352
2023-12-18 20:00:00,49.765,1.904,2.161,27.972641584158417,6.41,101.072,7.962,35.741,54.202,0.978
2023-12-18 20:10:00,29.441,71.159,2.966,27.972560396039604,6.461,101.846,7.965,35.751,54.214,1.007
2023-12-18 20:20:00,29.769,239.502,3.068,27.972479207920795,6.538,103.017,7.975,35.748,54.209,1.152
2023-12-18 20:30:00,11.391,254.142,3.171,27.972398019801982,6.455,101.711,7.966,35.76,54.225,1.117
2023-12-18 20:40:00,33.328,309.111,2.071,27.97231683168317,6.288,99.062,7.979,35.751,54.213,0.781
2023-12-18 20:50:00,25.626,300.897,2.279,27.972235643564357,6.42,101.175,7.971,35.756,54.22,0.779
2023-12-18 21:00:00,15.554,336.673,2.772,27.972154455445548,6.525,102.828,7.971,35.763,54.23,0.838
2023-12-18 21:10:00,44.327,149.087,2.794,27.972073267326735,6.245,98.387,7.959,35.766,54.234,1.005
2023-12-18 21:20:00,26.772,341.013,2.185,27.971992079207922,6.391,100.655,7.967,35.76,54.224,0.932
2023-12-18 21:30:00,2.229,50.919,2.629,27.97191089108911,6.331,99.7,7.965,35.761,54.226,1.094
2023-12-18 21:40:00,60.069,238.29,1.739,27.9718297029703,6.27,98.724,7.958,35.762,54.226,1.139
2023-12-18 21:50:00,11.919,216.327,2.1355,27.971748514851487,6.091,95.878,7.961,35.757,54.219,0.98
2023-12-18 22:00:00,14.256,316.789,2.532,27.971667326732675,6.294,99.023,7.957,35.749,54.207,0.934
2023-12-18 22:10:00,32.165,91.949,2.036,27.971586138613862,6.178,97.175,7.958,35.753,54.211,0.988
2023-12-18 22:20:00,8.831,192.769,1.427,27.97150495049505,6.177,97.124,7.963,35.75,54.207,0.765
2023-12-18 22:30:00,11.991,110.59,0.99,27.97142376237624,6.008,94.455,7.947,35.751,54.207,0.872
2023-12-18 22:40:00,18.505,33.281,1.053,27.971342574257427,6.013999999999999,92.658,7.949,35.742,54.195,0.876
2023-12-18 22:50:00,4.162,212.812,1.367,27.971261386138615,6.02,94.596,7.957,35.739,54.19,0.86
2023-12-18 23:00:00,15.483,142.699,1.717,27.971180198019802,6.385,100.295,7.963,35.733,54.182,1.112
2023-12-18 23:10:00,22.464,223.173,1.593,27.971099009900993,6.066,95.241,7.957,35.726,54.17,0.826
2023-12-18 23:20:00,21.499,175.46,1.469,27.97101782178218,6.0584999999999996,92.494,7.952,35.718,54.159,0.629
2023-12-18 23:30:00,20.028,307.733,1.171,27.970936633663367,6.051,93.553,7.952,35.671,54.095,0.669
2023-12-18 23:40:00,14.994,222.458,1.537,27.970855445544554,6.0435,94.078,7.947,35.702,54.137,0.736
2023-12-18 23:50:00,21.984,77.064,2.698,27.970774257425745,6.036,94.603,7.953,35.672,54.094,1.335
2023-12-19 00:00:00,9.961,239.051,1.596,27.970693069306932,6.041571428571428,93.34,7.942,35.693,54.124,1.109
2023-12-19 00:10:00,6.969,174.826,1.007,27.97061188118812,6.047142857142857,93.21600000000001,7.941,35.689,54.118,0.88
2023-12-19 00:20:00,39.34,164.847,1.439,27.970530693069307,6.052714285714286,93.092,7.945,35.697,54.129,0.954
2023-12-19 00:30:00,57.085,53.24,1.478,27.970449504950498,6.058285714285714,92.968,7.943,35.692,54.122,0.715
2023-12-19 00:40:00,11.871,342.001,1.453,27.970368316831685,6.063857142857143,92.844,7.933,35.688,54.116,0.743
2023-12-19 00:50:00,17.894,296.678,2.486,27.970287128712872,6.069428571428571,92.72,7.943,35.681,54.107,1.515
2023-12-19 01:00:00,10.295,348.686,2.581,27.97020594059406,6.075,95.24,7.939,35.691,54.121,2.079
2023-12-19 01:10:00,13.703,17.122,1.165,27.97012475247525,6.0739,95.19750877192982,7.935,35.692,54.121,0.897
2023-12-19 01:20:00,17.832,328.47,0.869,27.970043564356438,6.0728,95.15501754385964,7.933,35.679,54.104,1.077
2023-12-19 01:30:00,10.665,341.226,1.533,27.969962376237625,6.0717,95.11252631578947,7.942,35.682,54.107,0.852
2023-12-19 01:40:00,19.598,243.837,1.944,27.969881188118812,6.0706,95.07003508771929,7.936,35.677,54.099,0.964
2023-12-19 01:50:00,31.939,60.11,0.943,27.969800000000003,6.069500000000001,95.02754385964911,7.933,35.68,54.103,0.755
2023-12-19 02:00:00,10.086,31.773,1.464,27.96971881188119,6.0684000000000005,94.98505263157894,7.939,35.674,54.095,1.035
2023-12-19 02:10:00,33.695,205.957,1.12,27.969637623762377,6.0673,94.94256140350876,7.929,35.676,54.097,0.942
2023-12-19 02:20:00,19.748,173.966,0.744,27.969556435643565,6.0662,94.90007017543859,7.929,35.67,54.09,0.75
2023-12-19 02:30:00,8.549,33.8,0.898,27.969475247524755,6.0651,94.85757894736841,7.923,35.677,54.098,0.904
2023-12-19 02:40:00,17.282,267.863,0.27,27.969394059405943,6.064,94.81508771929825,7.916,35.672,54.09,0.739
2023-12-19 02:50:00,36.995,133.011,0.691,27.96931287128713,6.0629,94.77259649122807,7.919,35.671,54.089,0.924
2023-12-19 03:00:00,17.675,234.296,0.591,27.969231683168317,6.0618,94.7301052631579,7.931,35.62,54.019,0.685
2023-12-19 03:10:00,16.624,193.432,0.629,27.969150495049508,6.060700000000001,94.68761403508772,7.923,35.675,54.093,0.58
2023-12-19 03:20:00,15.899,338.524,1.328,27.969069306930695,6.0596000000000005,94.64512280701754,7.944,35.675,54.093,0.681
2023-12-19 03:30:00,11.735,321.555,1.248,27.968988118811883,6.0585,94.60263157894737,7.947,35.668,54.083,0.777
2023-12-19 03:40:00,22.542,182.288,1.209,27.96890693069307,6.0574,94.56014035087719,7.944,35.671,54.086,0.857
